dataset_index,image_path,label,class_name,mask_pixels,mask_ratio,detected
53,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2706.jpg,0,n02085620-Chihuahua,6738,0.13428730867346939,True
54,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_275.jpg,0,n02085620-Chihuahua,77,0.0015345982142857143,True
55,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2793.jpg,0,n02085620-Chihuahua,22179,0.44202407525510207,True
56,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2815.jpg,0,n02085620-Chihuahua,21782,0.43411192602040816,True
57,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2887.jpg,0,n02085620-Chihuahua,14352,0.28603316326530615,True
58,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2903.jpg,0,n02085620-Chihuahua,14428,0.2875478316326531,True
59,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2921.jpg,0,n02085620-Chihuahua,10339,0.2060546875,True
60,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2937.jpg,0,n02085620-Chihuahua,5284,0.10530931122448979,True
61,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2973.jpg,0,n02085620-Chihuahua,12220,0.24354272959183673,True
62,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_2981.jpg,0,n02085620-Chihuahua,26130,0.5207669005102041,True
63,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3006.jpg,0,n02085620-Chihuahua,15797,0.31483179209183676,True
64,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3033.jpg,0,n02085620-Chihuahua,6795,0.13542330994897958,True
65,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3045.jpg,0,n02085620-Chihuahua,5230,0.10423309948979592,True
66,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3093.jpg,0,n02085620-Chihuahua,7798,0.15541294642857142,True
67,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3110.jpg,0,n02085620-Chihuahua,8015,0.15973772321428573,True
68,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3208.jpg,0,n02085620-Chihuahua,15643,0.3117625956632653,True
69,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_326.jpg,0,n02085620-Chihuahua,15020,0.29934630102040816,True
70,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3402.jpg,0,n02085620-Chihuahua,4938,0.09841358418367346,True
71,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3407.jpg,0,n02085620-Chihuahua,16134,0.3215481505102041,True
72,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3409.jpg,0,n02085620-Chihuahua,21783,0.4341318558673469,True
73,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3423.jpg,0,n02085620-Chihuahua,8954,0.17845184948979592,True
74,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3485.jpg,0,n02085620-Chihuahua,19598,0.39058514030612246,True
75,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3488.jpg,0,n02085620-Chihuahua,11095,0.22112165178571427,True
76,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3593.jpg,0,n02085620-Chihuahua,30934,0.6165098852040817,True
77,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3651.jpg,0,n02085620-Chihuahua,1891,0.03768734056122449,True
78,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3677.jpg,0,n02085620-Chihuahua,13758,0.27419483418367346,True
79,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_368.jpg,0,n02085620-Chihuahua,12594,0.25099649234693877,True
80,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3681.jpg,0,n02085620-Chihuahua,12222,0.24358258928571427,True
81,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3742.jpg,0,n02085620-Chihuahua,17750,0.3537547831632653,True
82,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3763.jpg,0,n02085620-Chihuahua,12819,0.25548070790816324,True
83,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_382.jpg,0,n02085620-Chihuahua,9417,0.18767936862244897,True
84,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3826.jpg,0,n02085620-Chihuahua,24756,0.49338329081632654,True
85,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3838.jpg,0,n02085620-Chihuahua,12843,0.25595902423469385,True
86,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3875.jpg,0,n02085620-Chihuahua,14830,0.29555963010204084,True
87,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3877.jpg,0,n02085620-Chihuahua,21288,0.4242665816326531,True
88,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3880.jpg,0,n02085620-Chihuahua,19776,0.39413265306122447,True
89,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3928.jpg,0,n02085620-Chihuahua,16102,0.32091039540816324,True
90,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3942.jpg,0,n02085620-Chihuahua,25022,0.49868463010204084,True
91,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_3975.jpg,0,n02085620-Chihuahua,12314,0.24541613520408162,True
92,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4016.jpg,0,n02085620-Chihuahua,20947,0.4174705038265306,True
93,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4159.jpg,0,n02085620-Chihuahua,6041,0.12039620535714286,True
94,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4207.jpg,0,n02085620-Chihuahua,12986,0.25880899234693877,True
95,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4266.jpg,0,n02085620-Chihuahua,12106,0.2412707270408163,True
96,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4290.jpg,0,n02085620-Chihuahua,6615,0.1318359375,True
97,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_431.jpg,0,n02085620-Chihuahua,5588,0.11136798469387756,True
98,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4441.jpg,0,n02085620-Chihuahua,7418,0.14783960459183673,True
99,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4515.jpg,0,n02085620-Chihuahua,4080,0.08131377551020408,True
100,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4572.jpg,0,n02085620-Chihuahua,4170,0.08310746173469388,True
101,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4602.jpg,0,n02085620-Chihuahua,2719,0.054189253826530615,True
102,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4673.jpg,0,n02085620-Chihuahua,10198,0.20324457908163265,True
103,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4700.jpg,0,n02085620-Chihuahua,24669,0.4916493941326531,True
104,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_473.jpg,0,n02085620-Chihuahua,22707,0.45254703443877553,True
105,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_477.jpg,0,n02085620-Chihuahua,10919,0.2176139987244898,True
106,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4814.jpg,0,n02085620-Chihuahua,16930,0.3374123086734694,True
107,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4875.jpg,0,n02085620-Chihuahua,21817,0.4348094706632653,True
108,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4919.jpg,0,n02085620-Chihuahua,15640,0.311702806122449,True
109,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4951.jpg,0,n02085620-Chihuahua,25479,0.5077925701530612,True
110,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4980.jpg,0,n02085620-Chihuahua,2851,0.05681999362244898,True
111,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_4998.jpg,0,n02085620-Chihuahua,5310,0.10582748724489796,True
112,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_500.jpg,0,n02085620-Chihuahua,15791,0.3147122130102041,True
113,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5093.jpg,0,n02085620-Chihuahua,7922,0.15788424744897958,True
114,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5312.jpg,0,n02085620-Chihuahua,22601,0.4504344706632653,True
115,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5496.jpg,0,n02085620-Chihuahua,2510,0.05002391581632653,True
116,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5661.jpg,0,n02085620-Chihuahua,9637,0.19206393494897958,True
117,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5713.jpg,0,n02085620-Chihuahua,19059,0.37984295280612246,True
118,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_574.jpg,0,n02085620-Chihuahua,15818,0.315250318877551,True
119,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_575.jpg,0,n02085620-Chihuahua,8193,0.16328523596938777,True
120,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5771.jpg,0,n02085620-Chihuahua,2713,0.05406967474489796,True
121,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_588.jpg,0,n02085620-Chihuahua,3176,0.06329719387755102,True
122,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_5927.jpg,0,n02085620-Chihuahua,13484,0.268734056122449,True
123,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_6295.jpg,0,n02085620-Chihuahua,4763,0.09492586096938775,True
124,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_6399.jpg,0,n02085620-Chihuahua,3125,0.06228077168367347,True
125,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_6931.jpg,0,n02085620-Chihuahua,8815,0.17568160076530612,True
126,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7.jpg,0,n02085620-Chihuahua,9062,0.1806042729591837,True
127,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_712.jpg,0,n02085620-Chihuahua,10773,0.21470424107142858,True
128,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7292.jpg,0,n02085620-Chihuahua,7147,0.14243861607142858,True
129,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_730.jpg,0,n02085620-Chihuahua,8626,0.17191485969387754,True
130,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_735.jpg,0,n02085620-Chihuahua,6406,0.12767059948979592,True
131,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7436.jpg,0,n02085620-Chihuahua,23759,0.4735132334183674,True
132,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7440.jpg,0,n02085620-Chihuahua,13247,0.26401068239795916,True
133,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7613.jpg,0,n02085620-Chihuahua,6681,0.1331513073979592,True
134,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7700.jpg,0,n02085620-Chihuahua,22829,0.45497847576530615,True
135,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_7738.jpg,0,n02085620-Chihuahua,8170,0.16282684948979592,True
136,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_806.jpg,0,n02085620-Chihuahua,2742,0.05464764030612245,True
137,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8420.jpg,0,n02085620-Chihuahua,5108,0.10180165816326531,True
138,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8491.jpg,0,n02085620-Chihuahua,16833,0.33547911352040816,True
139,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8558.jpg,0,n02085620-Chihuahua,6225,0.12406329719387756,True
140,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8578.jpg,0,n02085620-Chihuahua,10009,0.19947783801020408,True
141,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8585.jpg,0,n02085620-Chihuahua,6172,0.12300701530612244,True
142,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8611.jpg,0,n02085620-Chihuahua,10376,0.2067920918367347,True
143,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8636.jpg,0,n02085620-Chihuahua,20800,0.4145408163265306,True
144,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_8637.jpg,0,n02085620-Chihuahua,12295,0.2450374681122449,True
145,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_9351.jpg,0,n02085620-Chihuahua,11240,0.22401147959183673,True
146,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_9357.jpg,0,n02085620-Chihuahua,12499,0.2491031568877551,True
147,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_9399.jpg,0,n02085620-Chihuahua,2016,0.04017857142857143,True
148,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_9414.jpg,0,n02085620-Chihuahua,0,0.0,False
149,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_949.jpg,0,n02085620-Chihuahua,14930,0.2975526147959184,True
150,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_952.jpg,0,n02085620-Chihuahua,15098,0.3009008290816326,True
151,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085620-Chihuahua/n02085620_9654.jpg,0,n02085620-Chihuahua,26694,0.5320073341836735,True
152,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1039.jpg,1,n02085782-Japanese_spaniel,29141,0.5807756696428571,True
153,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1058.jpg,1,n02085782-Japanese_spaniel,5345,0.1065250318877551,True
154,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1059.jpg,1,n02085782-Japanese_spaniel,14094,0.28089126275510207,True
155,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1077.jpg,1,n02085782-Japanese_spaniel,24840,0.4950573979591837,True
156,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1085.jpg,1,n02085782-Japanese_spaniel,32341,0.6445511798469388,True
157,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1143.jpg,1,n02085782-Japanese_spaniel,22506,0.4485411352040816,True
158,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1156.jpg,1,n02085782-Japanese_spaniel,9650,0.1923230229591837,True
159,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1191.jpg,1,n02085782-Japanese_spaniel,11007,0.21936782525510204,True
160,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1224.jpg,1,n02085782-Japanese_spaniel,17035,0.33950494260204084,True
161,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_126.jpg,1,n02085782-Japanese_spaniel,4122,0.08215082908163265,True
162,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1267.jpg,1,n02085782-Japanese_spaniel,23519,0.46873007015306123,True
163,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1284.jpg,1,n02085782-Japanese_spaniel,14316,0.2853156887755102,True
164,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1348.jpg,1,n02085782-Japanese_spaniel,11406,0.22731983418367346,True
165,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1350.jpg,1,n02085782-Japanese_spaniel,823,0.016402264030612245,True
166,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1353.jpg,1,n02085782-Japanese_spaniel,19374,0.38612085459183676,True
167,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1401.jpg,1,n02085782-Japanese_spaniel,19154,0.38173628826530615,True
168,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1425.jpg,1,n02085782-Japanese_spaniel,25924,0.5166613520408163,True
169,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_143.jpg,1,n02085782-Japanese_spaniel,22747,0.45334422831632654,True
170,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02085782-Japanese_spaniel/n02085782_1434.jpg,1,n02085782-Japanese_spaniel,27109,0.5402782206632653,True
